"course","course_status","chapter","lesson","lesson_type","lesson_status","system_exercise_count","system_exercises","pdf_count","pdf_files","context_present","context_characters","content_pages","other_files","has_any_content","lesson_id"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","חורף - 2024","בחינה","מפורסם","0","","1","Math - 4units - 471 - 2024 - winter-rdli6VDSsJrzmfpAzc6cqsplyEdmMU.pdf","no","0","","","yes","69adb48eb1d8bb3db2d6c2bd"
"","","","מוטיבציה ולמידה ראשונית של הגדרת הגובה במשולש","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של הגדרת הגובה במשולש — תרגיל 1; גובה במשולש חד-זווית (בתוך המשולש) — תרגיל 2; גובה במשולש ישר-זווית (הניצבים הם הגבהים) — תרגיל 3; גובה במשולש קהה-זווית (מחוץ למשולש) — תרגיל 4; נקודת מפגש הגבהים — תרגיל 5; חישוב שטח משולש בעזרת בסיס וגובה — תרגיל 6; מציאת נתון חסר (בסיס או גובה) מתוך השטח — תרגיל 7; זיהוי הגובה המתאים לבסיס (זהירות ממסיחים!) — תרגיל 8; משולש אחד עם שני גבהים שונים (השוואת שטחים) — תרגיל 9; אתגר גג הרעפים המשולש של המחנה! — תרגיל 10","0","","no","0","","","yes","6a454518bcab88aaf71cb5d1"
"כיתה יא - 5 יח""ל - 571","מפורסם","שאלוני בגרות 571","קיץ - 2024","בחינה","מפורסם","0","","1","571 - 2024-summer-v9iDJYUAvI9cLJPx7yRtWO6uZBsfdt.pdf","yes","13096","","","yes","69c90e72a2f5c41ca33243a6"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","Function investigation","תרגול","מפורסם","7","function investigation; function investigation; function investigation; function investigation; function investigation; function investigation; function investigation","0","","no","0","","","yes","69a4b061fdd8a90cc24ee50e"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2023 - מועד ב","בחינה","מפורסם","0","","1","4u - 471 - moed B-MWPBw5tQ7rGpUMARGuPk4SRlvX6Yo6.pdf","yes","31892","","","yes","69adb49bb1d8bb3db2d6c2d6"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","בעיות מילוליות","לימוד","מפורסם","63","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40; תרגיל 41; תרגיל 42; תרגיל 43; תרגיל 44; תרגיל 45; תרגיל 46; תרגיל 47; תרגיל 48; תרגיל 49; תרגיל 50; תרגיל 51; תרגיל 52; תרגיל 53; תרגיל 54; תרגיל 55; תרגיל 56; תרגיל 57; תרגיל 58; תרגיל 59; תרגיל 60; תרגיל 61; תרגיל 62; תרגיל 63","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2d9"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","בעיות מילוליות - שברים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז5בעיות-מילוליות-שברים-GSrBXrKeiLJnOkasQLz9tiZiGp87Mj.pdf","no","0","","","yes","6a44c64459d830c951e7e467"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","בעיות מילוליות - שברים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז5בעיות-מילוליות-שברים-GSrBXrKeiLJnOkasQLz9tiZiGp87Mj.pdf","no","0","","","yes","6a688d6a90e1ad0cfe0c85f9"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","בעיות מילוליות - שברים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז5בעיות-מילוליות-שברים-GSrBXrKeiLJnOkasQLz9tiZiGp87Mj.pdf","no","0","","","yes","f9bba2b0fe3dea751de18f57"
"","","","היקף המעגל","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של היקף המעגל — תרגיל 1; חישוב היקף המעגל לפי רדיוס או קוטר — תרגיל 2; מציאת רדיוס או קוטר מתוך ההיקף — תרגיל 3; מוטיבציה ולמידה ראשונית של שטח המעגל — תרגיל 4; חישוב שטח המעגל לפי הרדיוס — תרגיל 5; חישוב שטח המעגל כאשר נתון הקוטר (זהירות ממלכודת!) — תרגיל 6; מציאת רדיוס מתוך השטח — תרגיל 7; חישוב היקף ושטח יחד — תרגיל 8; שינוי הרדיוס והשפעתו על ההיקף והשטח — תרגיל 9; אתגר מזרקת המים העגולה בפארק! — תרגיל 10","0","","no","0","","","yes","6a455d3384a9b14770aa7b53"
"כיתה יא - 5 יח""ל - 571","מפורסם","שאלוני בגרות 571","חורף - 2024","בחינה","מפורסם","0","","1","571-חורף 24-lrbBnrxYVaPaKPvetmFPYxiSBG4YZt.pdf","yes","16940","","","yes","69ca47529726e83069ded6ce"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","פונקצית פולינום - חקירה","לימוד","מפורסם","10","חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס; חקירת פונקציה - בסיס","0","","yes","2969","","","yes","699247c3774bf4a4debe5e74"
"כיתה ח' - מתקדם","מפורסם","גיאומטירה","פיתגורס","תרגול","מפורסם","34","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2f1"
"כיתה ח' - מתקדם","מפורסם","בחינות","18 - פונקציות, יחס, מע, משוואת,  חפיפה, דמיון ושווה שוקיים - הקבצה א","בחינה","מפורסם","0","","1","בחינה 18-  כיתה ח' -  פונקציוה קווית, בעיות מלוליות, משולש שש, דימיון וחפיפת משולשים-EknRSpTNjnWhyA6xRWsK45QaljHob4.pdf","no","0","","","yes","69ee07bae8bb4fb7ac5d9e38"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2023 - קיץ","בחינה","מפורסם","0","","1","4u - 471 - 2023 - summer - latex-1c30fH541E8jo9hyhiIE0JPcbAhIwj.pdf","yes","29723","","","yes","69adb4c0b0867e1611a568db"
"כיתה ח' - מתקדם","מפורסם","אלגברה","ט | אחוזים - אחוזים 2","לימוד","מפורסם","46","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40; תרגיל 41; תרגיל 42; תרגיל 43; תרגיל 44; תרגיל 45; תרגיל 46","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f311"
"","","","מוטיבציה ולמידה ראשונית של הגדרת המקבילית / המנסרה","לימוד","טיוטה","10","מוטיבציה ולמידה ראשונית של הגדרת המקבילית / המנסרה — תרגיל 1; מנסרה ישרה ומנסרה נטויה — תרגיל 2; סוגי מנסרות לפי צורת הבסיס — תרגיל 3; רכיבי המנסרה (חישוב פאות, מקצועות וקדקודים) — תרגיל 4; הפאות הצדדיות במנסרה ישרה (תמיד מלבנים) — תרגיל 5; שטח מעטפת ושטח פנים של מנסרה — תרגיל 6; חישוב נפח מנסרה (שטח בסיס כפול גובה) — תרגיל 7; מציאת נתון חסר (גובה או שטח בסיס) מתוך הנפח — תרגיל 8; מנסרה משולשת ישרת-זווית — תרגיל 9; אתגר פרויקט המנסרות הממוחזרות של הוועד! — תרגיל 10","0","","no","0","","","yes","6a46203269d2b6c6778321a5"
"כיתה יא - 5 יח""ל - 571","מפורסם","שאלוני בגרות 571","מועד ב - 2023","בחינה","מפורסם","0","","1","571 - 2026 - חורף-kHUzjnDBZmsX8n91GcJEvO1mT3MEZ2.pdf","yes","27730","","","yes","69ca52e7846c683fd28bbd1f"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","משוואת ובעיות מילוליות","תרגול","מפורסם","44","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40; תרגיל 41; תרגיל 42; תרגיל 43; תרגיל 44","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2d7"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, יחס , מע' משוואת, חפיפה, דמיון ושווה שוקיים - הקבצה א  19","בחינה","מפורסם","0","","1","בחינה 19-  כיתה ח' -  פונקציוה קווית, יחס, משולש שש, דימיון וחפיפת משולשים-7HQsiyzhwTRiNpykfIMhlSTQoQiRe9.pdf","no","0","","","yes","69ee0615e9ed048fb4abe183"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2023 - חורף","בחינה","מפורסם","0","","1","4u - 471 - 2023 -winter - latex-QDsR2GTbTeb4V4HYa5F3cCNkXvYy33.pdf","yes","33902","","","yes","69adb4d1b1d8bb3db2d6c2f4"
"כיתה י - 4 יח""ל","מפורסם","הכנה לכיתה י - 4 יח""ל","הכנה לכיתה י - בחינת סימולציה 2","בחינה","מפורסם","0","","1","עולים ל-י - 4 יחל - מבחן סימולציה 2-g4r7yl0EOOU0mggmNYpfSvQhYChUUL.pdf","yes","20326","","","yes","6a80855f10f2309791f80dc5"
"כיתה י - 4 יח""ל","מפורסם","הכנה לכיתה י - 4 יח""ל","הכנה לכיתה י - מבחן סמולציה 1","בחינה","מפורסם","0","","1","עולים ל-י - 4 יחל - מבחן סימולציה 1-FDFpKbhWAt87xk792Ex9iVjFBPSVoI.pdf","yes","17263","","","yes","6a8083eb2248a8ec3fe24409"
"כיתה י - 5 יח""ל","מפורסם","הכנה לכיתה י - 5 יח""ל","הכנה לכיתה י - מבחן סמולציה 2","בחינה","מפורסם","0","","1","עולים ל-י - 5 יחל - מבחן סימולציה 2-R27nAGc3xu1hTDENQPF5AZjEZoBe57.pdf","yes","21353","","","yes","6a80831b5ba4c1163299765a"
"כיתה יב - 5 יח""ל - 572","מפורסם","מספרים מרוגכבים","הצגה אלגברית - חיבור, חיסור, כפל וחילוק","לימוד","מפורסם","0","","0","","no","0","","","no","69f5920ec9a5ed5e7ed81f62"
"כיתה יב - 5 יח""ל - 572","מפורסם","מספרים מרוגכבים","הצגה קוטבית - מישור גאוס","לימוד","מפורסם","0","","0","","no","0","","","no","69f59250281ca1d9409c6386"
"כיתה יב - 5 יח""ל - 572","מפורסם","מספרים מרוגכבים","הצגה קוטבית - משפט דמואבר","לימוד","מפורסם","0","","0","","no","0","","","no","69f5928b45a07eb19320f73e"
"כיתה ח' - מתקדם","מפורסם","גיאומטירה","ח | משפט פיתגורס - תרגול מורחב - פיתגורס 3","תרגול","מפורסם","21","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2f3"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","חוקיות- תרגול","תרגול","מפורסם","0","","1","כיתה ז - יחידה 2 - חוקיות.docx.pdf","yes","14822","","","yes","695fcc661e16b5f7ec7fe172"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","חלוקה ביחס נתון","לימוד","מפורסם","0","","0","","no","0","","","no","69f590f645a07eb19320f695"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","מקומות גיאומטרים","לימוד","מפורסם","0","","0","","no","0","","","no","69f591e83fdab2477f03c00d"
"כיתה יב - 5 יח""ל - 572","מפורסם","מספרים מרוגכבים","מרוכבים - הצגה קרטזית","תרגול","מפורסם","0","","0","","no","0","","","no","69d0b8ed4d598323f1d3f250"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","מרחק בין נקודות ובין ישרים","לימוד","מפורסם","0","","0","","no","0","","","no","69f5918a3fdab2477f03bfbf"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","משוואת האליפסה","לימוד","מפורסם","0","","0","","no","0","","","no","69f591d485f66461b5dff833"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","משוואת הפרבולה","לימוד","מפורסם","0","","0","","no","0","","","no","69f591a1ef7ee56187b461e5"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, יחס , מע' משוואת, חפיפה, דמיון ושווה שוקיים - מצוינות 20","בחינה","מפורסם","0","","1","כיתה ח - בחינה 20-wMCr6oqAEAxpBYAJNEfaufvznQxxLO.pdf","no","0","","","yes","69ee04b6a8888dcf739e652c"
"כיתה יא - 5 יח""ל - 571","מפורסם","שאלוני בגרות 571","קיץ - 2023","בחינה","מפורסם","0","","1","571 - 2026 - חורף-kHUzjnDBZmsX8n91GcJEvO1mT3MEZ2.pdf","yes","27729","","","yes","69ca52c8846c683fd28bbce8"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2022 - מועד ב","בחינה","מפורסם","0","","0","","no","0","","","no","69cb4ee763ee2ea00a0c193a"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","אפס, אחד, חזקות ושורשים, תרגול","תרגול","מפורסם","0","","1","כיתה ז - יחידה 4 - אפס, אחד, חזקות ושורשים.docx.pdf","yes","3143","","","yes","695fcd481e16b5f7ec7fe19b"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","י | שיעור מספר 20 - גיאומטריה - מקבילית","תרגול","מפורסם","4","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f31f"
"כיתה יב - 5 יח""ל - 572","מפורסם","מספרים מרוגכבים","מרוכבים - הצגה פורלרית","תרגול","מפורסם","0","","0","","no","0","","","no","69d0b94ca7181a721692e093"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, יחס , מע' משוואת, חפיפה, דמיון ושווה שוקיים - הקבצה א","בחינה","מפורסם","0","","1","כיתה ח - בחינה 21-nUMI2Dj5yltnlKx6GIMjrFPNzusUrj.pdf","no","0","","","yes","69ee028ff6af2703c65c5991"
"כיתה יב - 5 יח""ל - 572","מפורסם","חקירה ואינטגרל - פונקציצה מערכיית","פונקצייה מעריכית - אסימפטוטת וחורים","לימוד","מפורסם","0","","0","","no","0","","","no","69d0b9765667f09e0f138331"
"כיתה יב - 5 יח""ל - 572","מפורסם","חקירה ואינטגרל - פונקציצה מערכיית","פונקצייה מעריכית - נגזרת","לימוד","מפורסם","0","","0","","no","0","","","no","69f5931085f66461b5dff8e6"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2022 - קיץ","בחינה","מפורסם","0","","0","","no","0","","","no","69cba5ad39150c9cd4ded3f4"
"כיתה יב - 5 יח""ל - 572","מפורסם","חקירה ואינטגרל - פונקציצה מערכיית","אינטרגל - פונקציה מעריכית","תרגול","מפורסם","0","","0","","no","0","","","no","69d0b9dac284540c9a6e6544"
"כיתה ח' - בסיס","מפורסם","גיאומטריה","ח | דימיון משולשים - משולשים דומים","תרגול","מפורסם","31","הסבר 1; הסבר 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2f5"
"כיתה ח' - מתקדם","מפורסם","בחינות","יחס, מערכת משווואת, פיתגורס, דימיון וחפיפת משולשים","בחינה","מפורסם","0","","1","בחינה 104-  כיתה ח' -  יחס, מערכת משווואת, פיתגורס, דימיון וחפיפת משולשים-HwoCbYWPi7fmJepmi4y7JcuVTx7qY3.pdf","no","0","","","yes","69ccf2d0991fc6468d40a718"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","משוואות","תרגול","מפורסם","0","","1","כיתה ז - יחידה 7 - משוואות-1.pdf","yes","7846","","","yes","696f5d472bdac85ecee09781"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, יחס , מע' משוואת, חפיפה, דמיון ושווה שוקיים - הקבצה א","בחינה","מפורסם","0","","1","כיתה ח - בחינה 22-uFqqIj1eCAEovrzbwW3aWqT2QizmyK.pdf","no","0","","","yes","69ee014331a22f742f6be856"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, מע' משוואת, ב מילוליות חפיפה, דימיון ושווה שוקיים וסטטיסטיקהה","בחינה","מפורסם","0","","1","כיתה ח - בחינה 25-iqikEFRjSQqbwrxuc3GjutaKrANLGd.pdf","no","0","","","yes","69ccf386991fc6468d40a792"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","2022 - חורף","בחינה","מפורסם","0","","0","","no","0","","","no","69cb4f1063ee2ea00a0c1998"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","מספרים מכוונים, תרגול","תרגול","מפורסם","0","","1","כיתה ז - יחידה 5 - מספרים מכוונים.pdf","yes","6801","","","yes","695fcd874743922815df3cb8"
"כיתה ח' - מתקדם","מפורסם","בחינות","פונקציות, יחס , מע' משוואת, חפיפה, דמיון ושווה שוקיים - הקבצה א","בחינה","מפורסם","0","","1","כיתה ח - בחינה 23-ZwP3w5NmuPan8xYscjDQNICAcYgPxx.pdf","no","0","","","yes","69ee008fe8bb4fb7ac5d9a05"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","בעיות מילוליות","תרגול","מפורסם","0","","1","כיתה ז - יחידה 7 - משוואות.pdf","yes","5567","","","yes","695fce631e16b5f7ec7fe1c2"
"","","","חזקות - מבוא","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של מושג החזקה — תרגיל 1; זיהוי הבסיס והמעריך בחזקה — תרגיל 2; חישוב חזקות בסיסיות (ערך החזקה) — תרגיל 3; חזקות מיוחדות - חזקת 1 וחזקת 0 — תרגיל 4; בסיס 1 ובסיס 0 — תרגיל 5; טעויות נפוצות - כפל במקום חזקה — תרגיל 6; חזקה שנייה (ריבוע) וחזקה שלישית (קובייה) — תרגיל 7; השוואת חזקות (מי גדול יותר?) — תרגיל 8; סדר פעולות חשבון עם חזקות — תרגיל 9; אתגר שרשרת הודעות הוואטסאפ הכיתתית! — תרגיל 10","0","","no","0","","","yes","6a462768961bb578f219da25"
"","","","חזקות - מבוא","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של מושג החזקה — תרגיל 1; זיהוי הבסיס והמעריך בחזקה — תרגיל 2; חישוב חזקות בסיסיות (ערך החזקה) — תרגיל 3; חזקות מיוחדות - חזקת 1 וחזקת 0 — תרגיל 4; בסיס 1 ובסיס 0 — תרגיל 5; טעויות נפוצות - כפל במקום חזקה — תרגיל 6; חזקה שנייה (ריבוע) וחזקה שלישית (קובייה) — תרגיל 7; השוואת חזקות (מי גדול יותר?) — תרגיל 8; סדר פעולות חשבון עם חזקות — תרגיל 9; אתגר שרשרת הודעות הוואטסאפ הכיתתית! — תרגיל 10","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85fb"
"","","","חזקות - מבוא","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של מושג החזקה — תרגיל 1; זיהוי הבסיס והמעריך בחזקה — תרגיל 2; חישוב חזקות בסיסיות (ערך החזקה) — תרגיל 3; חזקות מיוחדות - חזקת 1 וחזקת 0 — תרגיל 4; בסיס 1 ובסיס 0 — תרגיל 5; טעויות נפוצות - כפל במקום חזקה — תרגיל 6; חזקה שנייה (ריבוע) וחזקה שלישית (קובייה) — תרגיל 7; השוואת חזקות (מי גדול יותר?) — תרגיל 8; סדר פעולות חשבון עם חזקות — תרגיל 9; אתגר שרשרת הודעות הוואטסאפ הכיתתית! — תרגיל 10","0","","no","0","","","yes","c6f8a4097d6aad414836b116"
"","","","מוטיבציה ולמידה ראשונית של הגדרת הגליל","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של הגדרת הגליל — תרגיל 1; מבנה הגליל - בסיסים ומעטפת — תרגיל 2; רדיוס וקוטר הבסיס — תרגיל 3; גובה הגליל — תרגיל 4; פריסה של גליל (דו-ממד לתלת-ממד) — תרגיל 5; היקף הבסיס של הגליל — תרגיל 6; שטח הבסיס של הגליל — תרגיל 7; שטח המעטפת של הגליל — תרגיל 8; נפח התיבה / הגליל (שטח בסיס כפול גובה) — תרגיל 9; אתגר קפסולת הזמן העגולה של הכיתה! — תרגיל 10","0","","no","0","","","yes","6a46218769d2b6c6778322c0"
"כיתה יא - 5 יח""ל - 571","מפורסם","שאלוני בגרות 571","2021 - קיץ","בחינה","מפורסם","0","","1","571-summ-2021-Xq8yZtAj4RB7nuK7yYPE6H1bIXmtg5.pdf","yes","20845","","","yes","69cf5decd7e18365783fd799"
"הכנה לז' גיבוי","טיוטה","גאומטריה - הכנה","גיאומטריה - משולש גבהים","לימוד","טיוטה","10","הכרת הגובה במשולש — תרגיל 1; זיהוי גבהים — תרגיל 2; גובה במשולש ישר זווית — תרגיל 3; הגבהים בתוך/מחוץ למשולש — תרגיל 4; מפגש גבהים — תרגיל 5; בניית גובה (כלי מדידה) — תרגיל 6; קשר בין גובה לשטח — תרגיל 7; סוגי משולשים ומפגש גבהים — תרגיל 8; סיכום מושגים — תרגיל 9; אתגר הגבהים והשטחים! — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258da"
"","","","סדר פעולות חשבון","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של חוקי סדר פעולות חשבון — תרגיל 1; קדימות כפל וחילוק (ללא סוגריים) — תרגיל 2; פתרון משמאל לימין בפעולות בעלות אותו מעמד — תרגיל 3; תפקיד הסוגריים (הם קודמים להכל) — תרגיל 4; סדר פעולות בתוך הסוגריים עצמם — תרגיל 5; מלכודות נפוצות (פתרון לפי הסדר משמאל לימין) — תרגיל 6; תרגילי שרשרת ארוכים — תרגיל 7; תרגום בעיות מילוליות פשוטות לתרגיל שרשרת — תרגיל 8; שימוש בסוגריים בבעיות מילוליות — תרגיל 9; אתגר פרויקט שקיות ההפתעה של יום ההולדת! — תרגיל 10","0","","no","0","","","yes","6a462d03c7c8959cf37eca23"
"","","","סדר פעולות חשבון","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של חוקי סדר פעולות חשבון — תרגיל 1; קדימות כפל וחילוק (ללא סוגריים) — תרגיל 2; פתרון משמאל לימין בפעולות בעלות אותו מעמד — תרגיל 3; תפקיד הסוגריים (הם קודמים להכל) — תרגיל 4; סדר פעולות בתוך הסוגריים עצמם — תרגיל 5; מלכודות נפוצות (פתרון לפי הסדר משמאל לימין) — תרגיל 6; תרגילי שרשרת ארוכים — תרגיל 7; תרגום בעיות מילוליות פשוטות לתרגיל שרשרת — תרגיל 8; שימוש בסוגריים בבעיות מילוליות — תרגיל 9; אתגר פרויקט שקיות ההפתעה של יום ההולדת! — תרגיל 10","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85fc"
"","","","סדר פעולות חשבון","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של חוקי סדר פעולות חשבון — תרגיל 1; קדימות כפל וחילוק (ללא סוגריים) — תרגיל 2; פתרון משמאל לימין בפעולות בעלות אותו מעמד — תרגיל 3; תפקיד הסוגריים (הם קודמים להכל) — תרגיל 4; סדר פעולות בתוך הסוגריים עצמם — תרגיל 5; מלכודות נפוצות (פתרון לפי הסדר משמאל לימין) — תרגיל 6; תרגילי שרשרת ארוכים — תרגיל 7; תרגום בעיות מילוליות פשוטות לתרגיל שרשרת — תרגיל 8; שימוש בסוגריים בבעיות מילוליות — תרגיל 9; אתגר פרויקט שקיות ההפתעה של יום ההולדת! — תרגיל 10","0","","no","0","","","yes","5daaea2b64b4590edf36f1fa"
"הכנה לז' גיבוי","טיוטה","גאומטריה - הכנה","גיאומטריה - מרובעים מיוחדים","לימוד","טיוטה","10","זיהוי תכונות המלבן והריבוע — תרגיל 1; זיהוי תכונות המעוין והמקבילית — תרגיל 2; השוואת תכונות וזיהוי מרובעים — תרגיל 3; השוואה וסיווג מרובעים — תרגיל 4; סיווג והבחנה בין מרובעים — תרגיל 5; יישום תכונות מרובעים — תרגיל 6; תכונות מתקדמות וקשרים — תרגיל 7; ניתוח טבלאי של תכונות — תרגיל 8; סיכום והשלמת תכונות — תרגיל 9; מבחן ידע כולל — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258db"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","ט | שיעור 20 - משולש ישר זווית","תרגול","מפורסם","53","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40; תרגיל 41; תרגיל 42; תרגיל 43; תרגיל 44; תרגיל 45; תרגיל 46; תרגיל 47; תרגיל 48; תרגיל 49; תרגיל 50; תרגיל 51; תרגיל 52; תרגיל 53","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f313"
