"course","course_status","chapter","lesson","lesson_type","lesson_status","system_exercise_count","system_exercises","pdf_count","pdf_files","context_present","context_characters","content_pages","other_files","has_any_content","lesson_id"
"כיתה ח' - מתקדם","מפורסם","פונקציה","מצס הדדי בין ישרים","לימוד","מפורסם","0","","1","קטעים מיוחדים במשולש-FovzrniRVRBGKyS1wbjPUcZgERI4C5.pdf","yes","22119","","","yes","69f4771d751479b982d9f445"
"כיתה ט - בסיס","מפורסם","גיאומטריה","מקבילית - הוכחה","לימוד","מפורסם","0","","0","","no","0","","","no","69f45f684582841da4eb9d73"
"כיתה ט - בסיס","מפורסם","גיאומטריה","מקבילית - תכונות","לימוד","מפורסם","0","","0","","no","0","","","no","69f45f580dd97c526f9a6b3f"
"כיתה ח' - בסיס","מפורסם","אלגברה","משוואות","תרגול","מפורסם","0","","1","כיתה ז - יחידה 7 - משוואות-1.pdf","yes","7837","","","yes","69cb560fcad2dcd9e4bcd2ee"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות","לימוד","מפורסם","0","","0","","no","0","","","no","69f5057d5dc1b94fe55db689"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות","תרגול","מפורסם","0","","0","","no","0","","","no","69f5059af548fc3d918b1b13"
"כיתה י - 5 יח""ל","מפורסם","אלגברה","משוואות","לימוד","מפורסם","0","","1","כיתה י - יחידה 1 - מושוואות - חזרה - כיתה ט'-2ThsWg29RVX8G4zdu21cUlW5wycyQm.pdf","no","0","","","yes","69f5aff828e6b58a3cd1320e"
"כיתה י - 5 יח""ל","מפורסם","אלגברה","משוואות - חזרה","תרגול","מפורסם","0","","1","כיתה י - יחידה 1 - מושוואות - חזרה - כיתה ט'-2ThsWg29RVX8G4zdu21cUlW5wycyQm.pdf","no","0","","","yes","69d0e6dcdbb3b54d696cbcf9"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות אי רציונאליות","תרגול","מפורסם","0","","0","","no","0","","","no","69eb24a362d5058335f69d8d"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות אי רציונאליות","לימוד","מפורסם","0","","0","","no","0","","","no","69f4adcadcc6e3d890993742"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות דו ריבועיות","תרגול","מפורסם","0","","1","כיתה י - יחידה 3 - משוואות אי רציונאליות-J63PYRAORdcokhvoTGb42bcQvhIGYu.pdf","no","0","","","yes","69e9f02a744181e17b68a8af"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות דו ריבועיות","לימוד","מפורסם","0","","1","כיתה י - יחידה 3 - משוואות אי רציונאליות-J63PYRAORdcokhvoTGb42bcQvhIGYu.pdf","no","0","","","yes","69f4ae181cee910b98cfcff5"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","משוואות לוגרתמיות","תרגול","מפורסם","0","","0","","no","0","","","no","69f58bd63fdab2477f03bc60"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","משוואות לוגרתמיות","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e08281ca1d9409c622b"
"כיתה י - 3 יח""ל - 172","מפורסם","אלגברה","משוואות ממעלה ראשונה","לימוד","מפורסם","0","","0","","no","0","","","no","69f48e5963db1329fbc4b74e"
"כיתה י - 3 יח""ל - 172","מפורסם","אלגברה","משוואות ממעלה ראשונה","תרגול","מפורסם","0","","0","","no","0","","","no","69f48e7319066a21862adb63"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","משוואות מעריכיות","תרגול","מפורסם","0","","0","","no","0","","","no","69f58bc2c9a5ed5e7ed81c4f"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","משוואות מעריכיות","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e1385f66461b5dff700"
"כיתה ח' - בסיס","מפורסם","אלגברה","משוואות עם שברים","לימוד","מפורסם","0","","1","קטעים מיוחדים במשולש-FovzrniRVRBGKyS1wbjPUcZgERI4C5.pdf","yes","22119","","","yes","69f477e8aca1a386ba52bed9"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות פרמטריות","תרגול","מפורסם","0","","0","","no","0","","","no","69eb2407e538a0158806a3bc"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות פרמטריות","לימוד","מפורסם","0","","0","","no","0","","","no","69f4ade15872de915806ce85"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות רציונאליות","תרגול","מפורסם","0","","0","","no","0","","","no","69f504b289f2e29289ae9c51"
"כיתה י - 4 יח""ל","מפורסם","אלגברה","משוואות רציונאליות","לימוד","מפורסם","0","","0","","no","0","","","no","69f5050989f2e29289ae9cb8"
"כיתה ט - מתקדם","מפורסם","אלגברה","משוואות רצינאליות 1","לימוד","מפורסם","0","","0","","no","0","","","no","69ecac4873f946d317e20b0f"
"כיתה י - 5 יח""ל","מפורסם","פונקציה","משוואת משיק  לפונקציה","לימוד","מפורסם","0","","1","כיתה י - שיעור 8 - נגזרת ומשוואת משיק - פולינום-469QcNICOOa0qjWJ2954gRwh1F7xh5.pdf","no","0","","","yes","69f5b1001226cd2e9f917a2d"
"כיתה ט - בסיס","מפורסם","גיאומטריה","משולש ישר זווית","לימוד","מפורסם","0","","0","","no","0","","","no","69f45f4c866993daf0dcdd56"
"כיתה ט - בסיס","מפורסם","גיאומטריה","משולש שווה שוקיים","לימוד","מפורסם","0","","0","","no","0","","","no","69f45f2e0dd97c526f9a6aff"
"כיתה ט - בסיס","מפורסם","גיאומטריה","משולש שווה שוקיים - חישוב","תרגול","מפורסם","0","","1","משולש שווה שוקיים - חישוב-VyYiT0pQj3Uqnvt7ggdyCpySXYXVRB.pdf","yes","28511","","","yes","69c79c6da79e02b55f32e7a8"
"כיתה ט - בסיס","מפורסם","גיאומטריה","משולש שווה שוקיים - חישוב","תרגול","מפורסם","0","","1","משולש שווה שוקיים - חישוב-VyYiT0pQj3Uqnvt7ggdyCpySXYXVRB.pdf","yes","28511","","","yes","69f25cbda0aee234bfed6748"
"כיתה ח' - מתקדם","מפורסם","גיאומטירה","משולש שווה שוקים - הוכחה","לימוד","מפורסם","0","","1","קטעים מיוחדים במשולש-FovzrniRVRBGKyS1wbjPUcZgERI4C5.pdf","yes","22119","","","yes","69f47338858f1030e0d9e2a2"
"כיתה ח' - מתקדם","מפורסם","גיאומטירה","משולש שווה שוקים - תכונות","לימוד","מפורסם","0","","1","קטעים מיוחדים במשולש-FovzrniRVRBGKyS1wbjPUcZgERI4C5.pdf","yes","22119","","","yes","69f4731bac4823bcddf63eec"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","משולשים - חזרה","תרגול","מפורסם","0","","1","כיתה ט' - יחידה 10 - משולשים חזרה - גיאומטריה - 52 תרגילים-JOI7G5fBOPQyoPD0HciKcGmqbkNcEp.pdf","no","0","","","yes","69ccf8cfb7f268bd91deeb69"
"כיתה י - 4 יח""ל","מפורסם","גיאומטריה","משולשים - מיוחדים וקטע אמצעים","תרגול","מפורסם","0","","0","","no","0","","","no","69eb0ad3bde1c6cde3c01e02"
"כיתה י - 5 יח""ל","מפורסם","גיאומטריה","משולשים ומרובעים חזרה","תרגול","מפורסם","0","","0","","no","0","","","no","69d10eb2f2573d01e63f6812"
"כיתה י - 3 יח""ל - 172","מפורסם","גיאומטריה","משפט פיתגורס","לימוד","מפורסם","0","","0","","no","0","","","no","69f47c65751479b982d9f585"
"כיתה י - 3 יח""ל - 172","מפורסם","גיאומטריה","משפט פיתגורס","תרגול","מפורסם","0","","0","","no","0","","","no","69f48d8619066a21862adb02"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","משפטים חשובים בגיאומטריה","לימוד","מפורסם","0","","0","","no","0","","","no","69ae629c5c712c6396a6a43f"
"כיתה יא - 4 יח""ל - 471","מפורסם","שאלון בגרות","נגזרת  של שורש","לימוד","מפורסם","3","נגזרת של שורש; נגזרת של שורש; נגזרת של שורש","0","","no","0","נגזרת של שורש","","yes","69adf122f3a19085a49ee36d"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","נגרת ושיפוע שיפוע משיק","לימוד","מפורסם","0","","1","כיתה י - שיעור 8 - נגזרת ומשוואת משיק - פולינום-469QcNICOOa0qjWJ2954gRwh1F7xh5.pdf","no","0","","","yes","69f4ae4c46d4710b341df3c4"
"כיתה ט - מתקדם","מפורסם","אלגברה","נוסחאת השורשים","לימוד","מפורסם","0","","0","","no","0","","","no","69ecac2d3540f0153c527553"
"כיתה י - 5 יח""ל","מפורסם","פונקציה","נכזרות, שיפוע ומשוואת משיק","תרגול","מפורסם","0","","1","כיתה י - שיעור 8 - נגזרת ומשוואת משיק - פולינום-469QcNICOOa0qjWJ2954gRwh1F7xh5.pdf","no","0","","","yes","69d0e92bd04c0d5bc8eca5cc"
"כיתה י - 5 יח""ל","מפורסם","פונקציה","נכזרות, שיפוע ומשוואת משיק","לימוד","מפורסם","0","","1","כיתה י - שיעור 8 - נגזרת ומשוואת משיק - פולינום-469QcNICOOa0qjWJ2954gRwh1F7xh5.pdf","no","0","","","yes","69f5b0e03d98ae1113b9f2ad"
"כיתה יב - 5 יח""ל - 572","מפורסם","אנליטית","נקודה, ישר, מרחקים, חלוקה ביחס נתון","תרגול","מפורסם","0","","0","","no","0","","","no","69d0b60c94cebedfb49f7afc"
"הכנה לכיתה ז","מפורסם","כיתה ז","סדר פעולות חשבון","לימוד","טיוטה","10","למידה ראשונית של סדר פעולות חשבון (ללא סוגריים) — תרגיל 1; הוספת סוגריים (הכוח החזק ביותר) — תרגיל 2; סוגריים בתוך סוגריים (סוגריים מרובעים) — תרגיל 3; הכרת החזקות בסדר הפעולות — תרגיל 4; שילוב מורכב של חזקות וסוגריים — תרגיל 5; קו שבר מתפקד כסוגריים — תרגיל 6; מלכודת משמאל לימין (כפל וחילוק) — תרגיל 7; מלכודות המספרים 0 ו-1 — תרגיל 8; השרשרת השלמה (מבחן הסיכום) — תרגיל 9; הנדסה הפוכה והצבת סוגריים — תרגיל 10","0","","no","0","","","yes","6a8982b895de03863c802d5b"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","סדר פעולות חשבון","תרגול","מפורסם","7","כפל וחיבור – מי קודם? — תרגיל 1; הכלל החשוב ביותר! — תרגיל 2; חיבור, חיסור, כפל וחילוק (ללא סוגריים) — תרגיל 3; כוח עולה! — תרגיל 4; תרגילים מורכבים יותר — תרגיל 5; ביטויים ארוכים — תרגיל 6; ביטוי מורכב במיוחד — תרגיל 10","0","","no","0","","","yes","6a8d493551f5baa436160394"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה הנדסית","תרגול","מפורסם","0","","0","","no","0","","","no","69f58b0b3fdab2477f03bc15"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה הנדסית - איבר כללי","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e78cfeb753fc5661b09"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה הנדסית - אין סופית מתכנסת","לימוד","מפורסם","0","","0","","no","0","","","no","69f58ea1281ca1d9409c62c5"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה הנדסית - סכום","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e9285f66461b5dff733"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה חשבונית - איבר כללי","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e54281ca1d9409c629f"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה חשבונית - סכום","תרגול","מפורסם","0","","0","","no","0","","","no","69f58ae8c9a5ed5e7ed81bd7"
"כיתה יב - 4 יח""ל - 472","מפורסם","אלגברה","סדרה חשבונית - סכום","לימוד","מפורסם","0","","0","","no","0","","","no","69f58e6c3fdab2477f03bdd0"
"כיתה ט - מתקדם","מפורסם","","סטטיסטיקה","תרגול","טיוטה","0","","0","","no","0","","","no","69e8dbb4bcc1a944afba72ec"
"כיתה ט - מתקדם","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה","תרגול","מפורסם","0","","1","סטטיסטיקה-XSmRyXIGOwn0fbVois1BrYCfZ3k0qx.pdf","no","0","","","yes","69e8de7b23f2eec35d478fc7"
"כיתה י - 4 יח""ל","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה","תרגול","מפורסם","0","","1","סטטיסטיקה-XSmRyXIGOwn0fbVois1BrYCfZ3k0qx.pdf","no","0","","","yes","69e9fc9a7f0ca2faa6bd204c"
"כיתה ח' - מתקדם","מפורסם","סטטיסטיקה","סטטיסטיקה","תרגול","מפורסם","0","","1","סטטיסטיקה-CkOXF1ReZdhAwcMpFEcrgIno72ztwk.pdf","no","0","","","yes","69ea449dd7002cd9f8f86976"
"כיתה ח' - מתקדם","מפורסם","סטטיסטיקה","סטטיסטיקה","לימוד","מפורסם","0","","1","סטטיסטיקה-CkOXF1ReZdhAwcMpFEcrgIno72ztwk.pdf","no","0","","","yes","69f3b7791bfdfb85ddb7fe5a"
"כיתה יא - 3 יח""ל - 371","מפורסם","הסתברות","סטטיסטיקה","תרגול","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f58758e5b8a733e94a157a"
"כיתה יא - 3 יח""ל - 371","מפורסם","הסתברות","סטטיסטיקה - דיאגרמות","לימוד","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f586e7281ca1d9409c606d"
"כיתה י - 3 יח""ל - 172","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - חציון","לימוד","מפורסם","0","","0","","no","0","","","no","69f48eeb63db1329fbc4b9ec"
"כיתה י - 3 יח""ל - 172","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - חציון","תרגול","מפורסם","0","","0","","no","0","","","no","69f4a3335872de915806cc1e"
"כיתה י - 4 יח""ל","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - חציון","לימוד","מפורסם","0","","1","סטטיסטיקה-XSmRyXIGOwn0fbVois1BrYCfZ3k0qx.pdf","no","0","","","yes","69f50600cbaf8a97607d42e6"
"כיתה י - 3 יח""ל - 172","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - ממוצע","תרגול","מפורסם","0","","0","","no","0","","","no","69f48c6019066a21862ad999"
"כיתה י - 3 יח""ל - 172","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - ממוצע","לימוד","מפורסם","0","","0","","no","0","","","no","69f48c7f38935277929dda07"
"כיתה י - 4 יח""ל","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - ממוצע","לימוד","מפורסם","0","","1","סטטיסטיקה-XSmRyXIGOwn0fbVois1BrYCfZ3k0qx.pdf","no","0","","","yes","69f4ada446d4710b341df385"
"כיתה יא - 3 יח""ל - 371","מפורסם","הסתברות","סטטיסטיקה - ממוצע ושכיח","לימוד","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f5870be5b8a733e94a155e"
"כיתה י - 4 יח""ל","מפורסם","סטטיסטיקה והסתברות","סטטיסטיקה - סטיית תקן","לימוד","מפורסם","0","","1","סטטיסטיקה-XSmRyXIGOwn0fbVois1BrYCfZ3k0qx.pdf","no","0","","","yes","69f5060e89f2e29289ae9d8a"
"כיתה יא - 3 יח""ל - 371","מפורסם","הסתברות","סטטיסטיקה - סטיית תקן","לימוד","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f58739281ca1d9409c6097"
